sonde,symbol
cg21893185,GPR135
cg21894512,MIR127
cg21894512,RTL1
cg21894512,MIR433
cg21902461,CHURC1
cg21903079,DHRS4L2
cg21906866,SNORA11B
cg21906866,C14orf159
cg21908129,RNASE1
cg21910196,RGS6
cg21911968,RALGAPA1
cg21912093,PAPLN
cg21918126,NRXN3
cg21923619,FOXG1
cg21923884,DEGS2
cg21926698,ATP6V1D
cg21926698,EIF2S1
cg21927177,PLEKHG3
cg21931174,RNASE10
cg21931419,TMEM90A
cg21954263,DCAF5
cg21973800,TECPR2
cg21974996,ALKBH1
cg21974996,C14orf156
cg22013966,SERPINA13
cg22036233,ZFYVE26
cg22043361,ZBTB1
cg22043361,ZBTB25
cg22082462,CPNE6
cg22138430,SLC24A4
cg22142137,OR10G2
cg22143352,JDP2
cg22201387,C14orf45
cg22201387,ENTPD5
cg22228205,DDHD1
cg22247240,C14orf115
cg22272716,TXNDC16
cg22272716,GPR137C
cg22353818,KLC1
cg22388943,EIF5
cg22430790,FRMD6
cg22438324,OSGEP
cg22438324,APEX1
cg22454744,KIAA0284
cg22474507,CINP
cg22474507,TECPR2
cg22496859,BRF1
cg22516105,BTBD7
cg22516105,KIAA1409
cg22518208,FLRT2
cg22521269,KCNK10
cg22542859,MIR377
cg22544688,CCDC85C
cg22624926,PSMA6
cg22634689,TMEM121
cg22669058,KCNK13
cg22723026,ANG
cg22723026,RNASE4
cg22763181,YY1
cg22778790,ESR2
cg22783308,JDP2
cg22783383,NFKBIA
cg22784964,ANG
cg22784964,RNASE4
cg22785805,RTN1
cg22786756,PPM1A
cg22786903,SDR39U1
cg22790142,C14orf21
cg22790142,DHRS1
cg22792862,ATP6V1D
cg22792862,EIF2S1
cg22794378,ZC3H14
cg22797944,RAGE
cg22798984,C14orf166
cg22799420,DIO3
cg22800400,FRMD6
cg22803549,LGMN
cg22805909,PAPOLA
cg22812178,ZFYVE26
cg22815785,TC2N
cg22817198,MOAP1
cg22817198,C14orf109
cg22817421,FLJ45244
cg22817421,DICER1
cg22819502,KCNK13
cg22821834,GPR135
cg22822219,DHRS2
cg22823236,SLC8A3
cg22823821,MIR377
cg22824265,FBXO33
cg22824376,TMEM63C
cg22827001,PSMB5
cg22828061,FUT8
cg22828990,SERPINA1
cg22832061,EGLN3
cg22833375,PTGR2
cg22834409,CATSPERB
cg22836535,C14orf80
cg22837342,HOMEZ
cg22837406,C14orf118
cg22840852,LGMN
cg22841635,FLJ44817
cg22843395,TRAPPC6B
cg22849967,TMEM229B
cg22851561,C14orf43
cg22855988,HNRNPC
cg22857553,CFL2
cg22860607,C14orf153
cg22860607,BAG5
cg22861279,CRIP1
cg22862526,ANG
cg22862526,RNASE4
cg22864613,MED6
cg22867629,BDKRB2
cg22868346,ATP6V1D
cg22868346,EIF2S1
cg22872033,HNRNPC
cg22878414,NRXN3
cg22881914,NID2
cg22892860,NRXN3
cg22893838,TMED8
cg22893838,C14orf174
cg22895202,FAM12B
cg22901098,KIAA1737
cg22901337,PABPN1
cg22902799,CLEC14A
cg22903286,KIAA1737
cg22903365,FAM179B
cg22903365,KLHL28
cg22907692,SNORD114-29
cg22908679,NRXN3
cg22909759,PLEKHG3
cg22917801,TM9SF1
cg22918634,DCAF4
cg22918700,FITM1
cg22921703,PSMB11
cg22921760,SALL2
cg22922226,C14orf132
cg22922810,VRK1
cg22926526,G2E3
cg22930445,LOC100129794
cg22931362,ZFYVE1
cg22933154,CHURC1
cg22935317,JUB
cg22937762,C14orf106
cg22940525,MNAT1
cg22940816,MEG3
cg22943329,TMEM179
cg22944932,GOLGA5
cg22945387,SFTA3
cg22945462,TECPR2
cg22947154,HSPA2
cg22947196,CCDC85C
cg22951027,KLHL33
cg22960284,PYGL
cg22962425,TIMM9
cg22963414,ZFYVE1
cg22965663,POMT2
cg22965663,GSTZ1
cg22966986,MDGA2
cg22967080,GNG2
cg22967233,ITPK1
cg22971028,MIR655
cg22973974,FNTB
cg22977139,MIR369
cg22977139,MIR410
cg22977139,MIR656
cg22978042,PSMC1
cg22978981,C14orf104
cg22979624,CALM1
cg22981461,OTUB2
cg22982273,WDR89
cg22983534,TINF2
cg22983786,TRIP11
cg22986084,FBXO33
cg22988483,ITPK1
cg22995449,BATF
cg22995959,GPR135
cg22998777,RNASE2
cg22999830,NCRNA00203
cg23000309,FLRT2
cg23004043,RBM23
cg23004066,ACOT1
cg23004066,HEATR4
cg23013853,CHGA
cg23022053,PTGDR
cg23026048,AKAP5
cg23029159,MIR154
cg23031518,SPATA7
cg23032032,FOXA1
cg23033759,MOAP1
cg23033759,C14orf109
cg23034818,BRF1
cg23034818,BTBD6
cg23039471,AKAP5
cg23039505,GTF2A1
cg23045371,INF2
cg23047920,CALM1
cg23051349,KLC1
cg23052213,FKBP3
cg23052213,FANCM
cg23058435,SFTA3
cg23058863,FAM158A
cg23060256,C14orf34
cg23067281,RIN3
cg23068124,PSMA3
cg23069036,FBXO33
cg23074119,ALKBH1
cg23074992,GSC
cg23080287,FRMD6
cg23080559,KCNK10
cg23082454,TMEM179
cg23090046,KLC1
cg23093902,ACYP1
cg23099211,SDR39U1
cg23099740,SLC7A8
cg23100841,DNAL1
cg23104823,PRPF39
cg23106158,RPL36AL
cg23106158,MGAT2
cg23108559,WDHD1
cg23110540,SIX4
cg23112188,PCK2
cg23114311,TCL1A
cg23114881,SPATA7
cg23118730,VSX2
cg23121301,SNHG10
cg23121301,SCARNA13
cg23121301,GLRX5
cg23123838,MTA1
cg23123918,MIR208B
cg23126376,FLJ45244
cg23126376,DICER1
cg23136008,MAP3K9
cg23137569,GMFB
cg23138678,JDP2
cg23138682,EIF5
cg23139887,OR4E2
cg23142035,TMED10
cg23142396,PPP1R3E
cg23157637,TEP1
cg23162805,TMX1
cg23166357,PPP2R5E
cg23168000,LGMN
cg23168192,SLC7A8
cg23171812,LIN52
cg23171812,ALDH6A1
cg23172898,C14orf147
cg23173032,ARF6
cg23176270,C14orf93
cg23179456,ADCY4
cg23180534,COQ6
cg23180534,FAM161B
cg23188588,C14orf178
cg23191956,FOXG1
cg23193616,XRCC3
cg23196123,DCAF4
cg23196205,MEG8
cg23200931,C14orf28
cg23201008,SETD3
cg23201883,AK7
cg23203809,GTF2A1
cg23204518,PCK2
cg23206622,BTBD7
cg23206622,KIAA1409
cg23209098,CYP46A1
cg23212324,PPP1R3E
cg23229155,TMEM229B
cg23234607,TSHR
cg23234847,OR4N5
cg23237418,PABPN1
cg23241781,SLC8A3
cg23244062,BTBD7
cg23244062,KIAA1409
cg23244999,ADSSL1
cg23248842,C14orf101
cg23250157,SYNE2
cg23251248,TBPL2
cg23252261,C14orf37
cg23254031,MDGA2
cg23254184,DDHD1
cg23260578,RNASE10
cg23262020,MOAP1
cg23262020,C14orf109
cg23265500,C14orf50
cg23266204,EIF2B2
cg23266968,ZBTB42
cg23268892,HSP90AA1
cg23270924,MIR409
cg23270924,MIR412
cg23270924,MIR369
cg23270924,MIR656
cg23270924,MIR410
cg23275158,ISM2
cg23283614,DHRS7
cg23284245,ESR2
cg23285774,FAM179B
cg23285774,KLHL28
cg23288059,CLEC14A
cg23289024,HSP90AA1
cg23291098,ZFYVE26
cg23291305,SLC25A21
cg23291854,KCNK10
cg23292259,MIA2
cg23296325,NAA30
cg23296408,C14orf159
cg23300486,TRAF3
cg23302284,IPO4
cg23304886,HSP90AA1
cg23305229,ATL1
cg23305229,MAP4K5
cg23310502,SLC38A6
cg23310502,TRMT5
cg23310549,MIR323
cg23310549,MIR1197
cg23310549,MIR758
cg23312397,BDKRB2
cg23316449,PAPLN
cg23316987,OTX2
cg23317906,TMX1
cg23318560,MTHFD1
cg23324086,BCL11B
cg23324442,C14orf72
cg23327070,LGMN
cg23327851,RNASE2
cg23327992,IRF9
cg23331837,SNORD114-3
cg23331837,SNORD114-4
cg23332678,OSGEP
cg23332678,APEX1
cg23335124,NPC2
cg23335124,ISCA2
cg23336454,KLHDC2
cg23346107,SLC39A9
cg23347250,BRF1
cg23347250,BTBD6
cg23347654,BDKRB1
cg23347987,BCL11B
cg23348582,SEL1L
cg23350274,RDH12
cg23354716,DIO3
cg23365739,OTX2
cg23367119,C14orf43
cg23370328,RPL10L
cg23371371,DHRS4L1
cg23374312,ZNF219
cg23374863,SERPINA12
cg23376870,TDP1
cg23376870,C14orf143
cg23377000,MIR136
cg23377000,RTL1
cg23377000,MIR432
cg23381116,RNF31
cg23381116,PSME2
cg23383372,ZFYVE26
cg23387377,CINP
cg23387377,TECPR2
cg23388390,POMT2
cg23388390,GSTZ1
cg23389061,FAM158A
cg23394480,CDCA4
cg23399577,MIR487A
cg23400413,FOXN3
cg23400512,FLRT2
cg23404776,C14orf148
cg23407670,MLH3
cg23409613,STYX
cg23410220,BTBD7
cg23410220,KIAA1409
cg23411440,SLC22A17
cg23411728,LRP10
cg23411981,CRIP2
cg23418075,TM9SF1
cg23418097,POLE2
cg23418208,XRCC3
cg23418208,ZFYVE21
cg23418645,GPHN
cg23422263,BAZ1A
cg23425316,PAPLN
cg23426054,DEGS2
cg23428725,RALGAPA1
cg23434304,DHRS4L2
cg23439621,PPP2R5C
cg23446261,KTN1
cg23456826,SDR39U1
cg23464271,KIAA1409
cg23464698,SLC22A17
cg23468699,MIR496
cg23468699,MIR377
cg23473374,FUT8
cg23474173,MIR208B
cg23478293,OTX2OS1
cg23481748,TOMM20L
cg23488816,MIR485
cg23488816,MIR453
cg23488816,MIR668
cg23488851,RPS6KA5
cg23492249,MIR299
cg23492249,MIR380
cg23493031,NKX2-1
cg23493119,OR10G2
cg23494015,C14orf38
cg23494957,ESR2
cg23496562,CDKL1
cg23497857,MDP1
cg23499616,TMEM229B
cg23501468,PSEN1
cg23502778,NOVA1
cg23504707,PPM1A
cg23505344,C14orf132
cg23507025,PNN
cg23508687,NGDN
cg23509564,ARF6
cg23512360,FAM12A
cg23514174,GTF2A1
cg23515460,DPF3
cg23520688,TRAF3
cg23521069,SIP1
cg23522522,DLK1
cg23522852,AP4S1
cg23522852,STRN3
cg23525241,RNF31
cg23525241,PSME2
cg23525541,C14orf70
cg23528142,C14orf70
cg23533073,FOXN3
cg23541019,C14orf79
cg23542308,CRIP2
cg23542436,CCNK
cg23542436,SETD3
cg23542968,SFTA3
cg23543481,SLC7A8
cg23546343,MIR433
cg23546343,RTL1
cg23546343,MIR431
cg23549534,C14orf4
cg23549641,FRMD6
cg23550082,C14orf93
cg23551132,NUBPL
cg23552977,NDRG2
cg23557426,FUT8
cg23561766,ATL1
cg23562388,COX16
cg23564255,TINF2
cg23564559,DHRS7
cg23564928,NUBPL
cg23565292,KLHDC2
cg23567369,AP1G2
cg23568912,DYNC1H1
cg23570471,HOMEZ
cg23571812,FOXG1
cg23572578,ANKRD9
cg23573665,TBPL2
cg23574802,PTPN21
cg23575063,KIAA0247
cg23575099,LGALS3
cg23575320,FLVCR2
cg23576118,RGS6
cg23576507,ZNF219
cg23580410,ERO1L
cg23581698,GTF2A1
cg23582405,LIN52
cg23582405,ALDH6A1
cg23588086,TEP1
cg23593295,ZNF410
cg23602684,DCAF11
cg23603076,PSME1
cg23604876,PPP1R3E
cg23605547,NPAS3
cg23606751,SNAPC1
cg23609375,SYNE2
cg23609571,SLC8A3
cg23609821,PNP
cg23610575,MAPK1IP1L
cg23614605,PSMA6
cg23619217,IL25
cg23620184,PPP1R3E
cg23620236,C14orf28
cg23620433,TIMM9
cg23620433,KIAA0586
cg23623486,NUBPL
cg23627909,RTN1
cg23631930,CMTM5
cg23634478,DLST
cg23636606,GSC
cg23655107,GSC
cg23655970,PAX9
cg23657558,C14orf178
cg23659015,SNX6
cg23664186,FOXA1
cg23664459,INSM2
cg23667592,ALDH6A1
cg23677229,GPHN
cg23681095,TSSK4
cg23681213,PNMA1
cg23682215,MIR136
cg23682215,RTL1
cg23682215,MIR432
cg23685650,KTN1
cg23689069,G2E3
cg23690380,PRMT5
cg23691492,SAMD4A
cg23691743,PABPN1
cg23693907,PTGER2
cg23695485,FAM179B
cg23695485,KLHL28
cg23696550,TGM1
cg23699041,KIAA0317
cg23699041,FCF1
cg23702412,SLC8A3
cg23702868,ARG2
cg23703963,CRIP1
cg23705847,C14orf43
cg23706441,XRCC3
cg23706441,ZFYVE21
cg23706497,OTX2
cg23707230,FAM164C
cg23709121,C14orf149
cg23709988,PPP1R3E
cg23710823,P704P
cg23712970,ACIN1
cg23715682,CDKL1
cg23716101,POLE2
cg23723793,BATF
cg23749163,KIAA1737
cg23811289,SNORD114-17
cg23831110,ZNF839
cg23862792,DAAM1
cg23864202,BDKRB1
cg23868672,BAZ1A
cg23870378,MEG3
cg23873398,RALGAPA1
cg23879435,STON2
cg23883989,MTA1
cg23886551,TMEM121
cg23889414,WDR89
cg23889730,PRIMA1
cg23893332,IFI27
cg23894571,KIAA0391
cg23894571,PPP2R3C
cg23900759,TTC9
cg23900774,KCNK13
cg23904247,HSP90AA1
cg23905618,C14orf128
cg23905618,ARHGAP5
cg23911465,EIF2B2
cg23912878,MBIP
cg23919140,C14orf118
cg23919479,MIPOL1
cg23920953,C14orf162
cg23928824,GALNTL1
cg23929628,HEATR4
cg23929674,PRIMA1
cg23930311,C14orf38
cg23934295,FLRT2
cg23934503,TOX4
cg23934503,RAB2B
cg23935255,MIR329-1
cg23935255,MIR329-2
cg23935255,MIR758
cg23935289,AKAP6
cg23940023,MIR485
cg23940023,MIR453
cg23940655,C14orf43
cg23944322,TECPR2
cg23946709,CDH24
cg23948080,VASH1
cg23948756,KLC1
cg23951198,KHNYN
cg23951198,CBLN3
cg23953669,PCNX
cg23955431,LRFN5
cg23960324,MIR203
cg23962018,CKB
cg23966123,MTA1
cg23966157,ENTPD5
cg23974248,AP4S1
cg23979677,TMEM229B
cg23984674,VTI1B
cg23985941,ZBTB42
cg23989821,C14orf39
cg23997871,PPP4R4
cg23998240,INF2
cg24006305,MIR1260
cg24010952,BDKRB2
cg24011198,GOLGA5
cg24013351,MIPOL1
cg24013741,C14orf86
cg24014141,WDR89
cg24023606,TDP1
cg24023606,C14orf143
cg24033067,TSSK4
cg24037673,BRF1
cg24038454,INSM2
cg24041036,PSMA3
cg24041822,WDHD1
cg24041822,SOCS4
cg24043861,DCAF4
cg24044049,RBM23
cg24044238,MIR337
cg24044238,MIR665
cg24045810,C14orf1
cg24045810,TTLL5
cg24047124,FRMD6
cg24053811,SLC10A1
cg24054649,PSME1
cg24058132,GALC
cg24069815,PRPF39
cg24069935,C14orf43
cg24072283,C14orf102
cg24073131,FAM164C
cg24078363,VASH1
cg24079591,MARK3
cg24089118,PTGDR
cg24089209,MEG3
cg24094374,GTF2A1
cg24102702,C14orf180
cg24104633,PLEKHH1
cg24111516,GPHN
cg24112454,KIAA1409
cg24112713,NDRG2
cg24114890,EFS
cg24121436,RTN1
cg24123563,AHSA1
cg24123563,C14orf133
cg24127861,REC8
cg24128130,RTN1
cg24129115,REM2
cg24129820,LRFN5
cg24129873,C14orf21
cg24129873,DHRS1
cg24130561,DICER1
cg24131747,VTI1B
cg24131748,COCH
cg24135211,SYNE2
cg24137472,OR11H4
cg24138021,PNN
cg24151229,GOLGA5
cg24153199,SOS2
cg24154777,C14orf73
cg24162377,FAM181A
cg24165760,TRAF3
cg24169915,C14orf177
cg24170511,LRP10
cg24174941,C14orf115
cg24192328,PGF
cg24195486,SLC24A4
cg24198439,CEBPE
cg24273318,C14orf19
cg24276491,EAPP
cg24361212,NIN
cg24384676,SLC25A21
cg24411302,TMEM90A
cg24461412,DHRS7
cg24478145,SCFD1
cg24482053,MLH3
cg24520070,C14orf48
cg24526899,BMP4
cg24527001,NDUFB1
cg24527001,CPSF2
cg24528297,TRMT61A
cg24555600,DHRS4
cg24570624,C14orf4
cg24579896,C14orf33
cg24579896,KTN1
cg24595957,PARP2
cg24595957,RPPH1
cg24603941,MIA2
cg24621042,SERPINA1
cg24633648,TC2N
cg24642523,HSPA2
cg24663397,SAMD4A
cg24665290,EGLN3
cg24668440,PPIL5
cg24673101,CCDC85C
cg24681208,REM2
cg24683035,PPP1R13B
cg24684346,DHRS2
cg24684394,SCARNA13
cg24684394,GLRX5
cg24685926,MDP1
cg24686911,G2E3
cg24689699,TMEM179
cg24690810,WDR89
cg24708056,COX8C
cg24708056,KIAA1409
cg24708350,PTPN21
cg24708831,CCDC85C
cg24709703,RBM25
cg24714561,FOXN3
cg24720580,ACOT4
cg24721750,MIR127
cg24721750,RTL1
cg24725246,FOXN3
cg24726668,CTAGE5
cg24728005,RNASE3
cg24730564,LOC100133469
cg24733298,DLGAP5
cg24734586,NDRG2
cg24743156,CTAGE5
cg24753200,SAMD4A
cg24759549,OR4M1
cg24764865,BRMS1L
cg24765602,HSPA2
cg24766334,SLC24A4
cg24768094,MIR380
cg24775108,ACTR10
cg24775496,FLRT2
cg24777065,FBLN5
cg24777950,CTSG
cg24778241,PPIL5
cg24779941,CDC42BPB
cg24810305,AMN
cg24812523,AKAP6
cg24851490,RNASE2
cg24857117,PSMB5
cg24879595,ARF6
cg24887211,C14orf166B
cg24902557,BRF1
cg24947073,SNORD114-24
cg24947073,SNORD114-23
cg24963307,METTL3
cg24969902,EML1
cg24970620,SLC7A7
cg24973585,MARK3
cg24980174,BDKRB2
cg24981833,FOXG1
cg24987170,ADCK1
cg24988789,KIAA0284
cg24989962,PTGDR
cg24995083,CLMN
cg24995657,PLEK2
cg24996565,TCL1A
cg24996930,VASH1
cg24996979,C14orf43
cg24998815,C14orf102
cg24998816,TMX1
cg25000005,WDR89
cg25000079,FAM179B
cg25000079,KLHL28
cg25002044,VTI1B
cg25005422,TM9SF1
cg25006823,TMEM229B
cg25008263,FOXN3
cg25009451,HSPA2
cg25017060,AMN
cg25017837,WDR25
cg25017837,WARS
cg25020591,RTL1
cg25023709,CDH24
cg25026957,COQ6
cg25026981,WDR25
cg25026981,WARS
cg25027885,C14orf21
cg25027885,DHRS1
cg25028996,PRMT5
cg25039393,FERMT2
cg25045972,SNORD113-6
cg25054390,GPR68
cg25055403,GMPR2
cg25056332,SYNE2
cg25057591,PCNX
cg25062812,STXBP6
cg25063505,MIR127
cg25063505,RTL1
cg25069907,MIR299
cg25069907,MIR380
cg25074426,PTPN21
cg25076767,NFATC4
cg25077389,SRP54
cg25077778,TRIM9
cg25078442,RAB15
cg25078444,FOXG1
cg25084477,NAA30
cg25086732,NRXN3
cg25087487,DEGS2
cg25090315,GPR68
cg25091820,CCNB1IP1
cg25092838,OTX2OS1
cg25095848,TSHR
cg25096582,CFL2
cg25099807,C14orf126
cg25101184,RPL13AP3
cg25102206,JDP2
cg25105633,CDCA4
cg25106461,PACS2
cg25108743,FERMT2
cg25112611,SFRS5
cg25116370,TTLL5
cg25116370,C14orf1
cg25120290,FLRT2
cg25121810,EIF5
cg25122402,MIR369
cg25122402,MIR410
cg25122402,MIR656
cg25126812,ACTN1
cg25127896,DNAL1
cg25134081,AKAP5
cg25140501,C14orf119
cg25140501,ACIN1
cg25149155,BCL2L2
cg25159376,KLHDC1
cg25268718,PSME1
cg25293251,GOLGA5
cg25307074,ASPG
cg25327013,ANG
cg25327013,RNASE4
cg25346972,COX16
cg25367374,RDH12
cg25398949,RPS6KA5
cg25412384,LRP10
cg25463831,FLJ31306
cg25463831,ARID4A
cg25465634,DLGAP5
cg25487438,DCAF11
cg25556343,TOX4
cg25556343,RAB2B
cg25556905,ADCY4
cg25558761,GPR132
cg25562958,MIR323
cg25562958,MIR380
cg25562958,MIR1197
cg25563087,DHRS7
cg25564554,ALKBH1
cg25564554,C14orf156
cg25568561,PPP2R5C
cg25571197,MRPL52
cg25573488,WDR89
cg25576711,CIDEB
cg25576711,LTB4R2
cg25576711,LTB4R
cg25579356,HIF1A
cg25580268,SEC23A
cg25581090,HSPA2
cg25595571,C14orf153
cg25595571,BAG5
cg25598083,ACOT2
cg25598086,HSPA2
cg25599521,SERPINA12
cg25600027,RBM23
cg25608069,CGRRF1
cg25609301,KCNH5
cg25610245,RPL10L
cg25610294,CIDEB
cg25610294,LTB4R2
cg25617340,PAX9
cg25618149,SNW1
cg25685519,NID2
cg25694542,ZFYVE1
cg25716415,C14orf183
cg25729068,TC2N
cg25755261,KIAA0391
cg25755261,PPP2R3C
cg25775449,CIDEB
cg25775449,LTB4R
cg25803423,C14orf119
cg25820971,SUPT16H
cg25823578,PTGER2
cg25832796,AP1G2
cg25836301,MEG3
cg25874421,KCNK13
cg25889160,SERPINA5
cg25917609,GOLGA5
cg25922353,FUT8
cg25930429,POMT2
cg25930429,GSTZ1
cg25938647,FAM181A
cg25939213,LRP10
cg25942631,KCNK13
cg25943031,RPS6KA5
cg25945753,SNORD113-6
cg25946216,C14orf43
cg25946256,NDUFB1
cg25946256,CPSF2
cg25951811,AK7
cg25952096,MIR1260
cg25952104,C14orf43
cg25953341,FAM158A
cg25954705,ADSSL1
cg25955565,SNORD56B
cg25966198,KLHL33
cg25968219,SERPINA1
cg25974764,KLHDC2
cg25975379,FOS
cg25989668,TRIP11
cg25996119,NKX2-1
cg25996157,SNORD114-13
cg25999604,XRCC3
cg26001467,METTL3
cg26004255,DCAF11
cg26007049,SCARNA13
cg26007049,GLRX5
cg26011998,SAV1
cg26015115,MIR329-1
cg26015115,MIR323
cg26015115,MIR1197
cg26015115,MIR758
cg26030063,LRFN5
cg26030450,POLE2
cg26031127,DAAM1
cg26031613,KLC1
cg26033932,SLC8A3
cg26035522,ALKBH1
cg26035522,C14orf156
cg26038700,C14orf43
cg26044428,ANGEL1
cg26048690,GPHN
cg26057784,DPF3
cg26066349,HECTD1
cg26069353,COCH
cg26071680,SAV1
cg26071823,DCAF11
cg26078793,HSPA2
cg26081025,ATXN3
cg26082174,AHNAK2
cg26082202,C14orf118
cg26082757,NEDD8
cg26082757,GMPR2
cg26082856,PSMB5
cg26083141,MYH6
cg26084319,CHD8
cg26085285,MAX
cg26085966,SYNE2
cg26086029,CPSF2
cg26094752,SNX6
cg26097271,MED6
cg26099766,PRIMA1
cg26100130,CYP46A1
cg26101466,WDR89
cg26103369,KIAA0317
cg26107597,COCH
cg26108379,MPP5
cg26108976,KIAA0247
cg26110883,CRIP1
cg26112846,FRMD6
cg26115667,TRAF3
cg26116969,MIR496
cg26117010,KIAA1737
cg26117778,LOC100133469
cg26121561,RPS29
cg26122402,NGDN
cg26124115,PSEN1
cg26126052,LTBP2
cg26132298,C14orf39
cg26134147,AP1G2
cg26135414,PPIL5
cg26143452,TBPL2
cg26143820,CCDC85C
cg26147351,PAPLN
cg26154973,BRF1
cg26155983,GPX2
cg26156120,SNORD127
cg26157803,MIR345
cg26157803,SLC25A29
cg26158983,NFATC4
cg26161780,TRMT5
cg26164155,PNP
cg26165041,GTF2A1
cg26168469,C14orf132
cg26169070,NRL
cg26172862,C14orf135
cg26174539,HSP90AA1
cg26174539,WDR20
cg26175287,C14orf139
cg26179022,MAX
cg26180612,RABGGTA
cg26191576,RPS6KL1
cg26194477,FOXG1
cg26195482,ASPG
cg26195881,ISCA2
cg26196424,C14orf37
cg26206183,DHRS4L2
cg26206196,NKX2-8
cg26206396,FOXG1
cg26206608,PARP2
cg26210003,SPTB
cg26215227,MAPK1IP1L
cg26217402,C14orf43
cg26225496,PLEK2
cg26228123,DCAF4
cg26228241,GNPNAT1
cg26234721,KCNK10
cg26235748,FLRT2
cg26238975,MIR134
cg26238975,MIR485
cg26238975,MIR668
cg26239930,C14orf166
cg26240433,IFI27L1
cg26240433,DDX24
cg26241174,CHURC1
cg26248608,HNRNPC
cg26248878,C14orf39
cg26250106,SRP54
cg26254149,TRIP11
cg26254637,MIR136
cg26254637,RTL1
cg26254637,MIR432
cg26255560,MIR431
cg26255634,C14orf182
cg26255649,ATP5S
cg26255649,L2HGDH
cg26260369,VTI1B
cg26264429,FKBP3
cg26264429,FANCM
cg26267081,C14orf86
cg26270038,MYH6
cg26271086,FBXO33
cg26273150,LTBP2
cg26277720,SNORD114-16
cg26277720,SNORD114-15
cg26279372,BEGAIN
cg26286101,C14orf79
cg26286805,PYGL
cg26288577,C14orf159
cg26298099,ESRRB
cg26299089,PLEKHG3
cg26310551,CIDEB
cg26310551,LTB4R2
cg26310551,LTB4R
cg26320760,PTPN21
cg26322913,ATL1
cg26322913,MAP4K5
cg26325174,MEG8
cg26329144,LGMN
cg26335127,LGALS3
cg26338427,DHRS4
cg26342676,LOC100129794
cg26346562,KLHL33
cg26349299,SAV1
cg26354128,KIAA1409
cg26354439,DYNC1H1
cg26357017,PABPN1
cg26357885,HSPA2
cg26362766,SPTLC2
cg26367448,IFI27L1
cg26367448,DDX24
cg26372254,C14orf49
cg26375263,ESRRB
cg26376566,PSEN1
cg26378183,NUMB
cg26382173,TMEM121
cg26382848,JUB
cg26386436,FOXN3
cg26392005,TSHR
cg26392523,C14orf2
cg26392828,SIX4
cg26393294,NPAS3
cg26394244,NID2
cg26394737,ABHD4
cg26397019,PRMT5
cg26398408,SAV1
cg26398691,C14orf177
cg26401633,NUMB
cg26402828,PCK2
cg26404748,C14orf119
cg26404748,ACIN1
cg26407029,CHMP4A
cg26408003,HAUS4
cg26410821,DAAM1
cg26415394,DLST
cg26421140,HSPA2
cg26424149,TIMM9
cg26424149,KIAA0586
cg26429530,FLJ31306
cg26429530,ARID4A
cg26430074,PARP2
cg26432256,ZDHHC22
cg26434988,ATL1
cg26434988,MAP4K5
cg26435481,SNORD114-9
cg26435481,SNORD114-10
cg26438665,BTBD7
cg26450769,IFI27L1
cg26450769,DDX24
cg26512148,SOS2
cg26514492,GPR132
cg26524899,AKAP5
cg26551843,RPS6KL1
cg26575110,ERO1L
cg26578639,TCL1B
cg26579653,PTGR2
cg26620157,PAX9
cg26651233,FLRT2
cg26660414,SLC7A8
cg26666286,KIAA0317
cg26669257,HHIPL1
cg26670875,MYH7
cg26672104,GNG2
cg26672739,TMED8
cg26672739,C14orf174
cg26673609,ATXN3
cg26674715,PTGER2
cg26678575,PTPN21
cg26680765,SNORD114-30
cg26681354,GCH1
cg26682510,C14orf128
cg26682510,ARHGAP5
cg26683425,C14orf43
cg26685539,VRK1
cg26692724,HAUS4
cg26705574,NFATC4
cg26763365,PLEKHG3
cg26780333,ACOT4
cg26786795,OR4K2
cg26803566,SGPP1
cg26910205,SMEK1
cg26916470,C14orf128
cg26916470,ARHGAP5
cg26921187,FOXN3
cg26922038,SLC22A17
cg26923084,NID2
cg26923779,HECTD1
cg26925717,SLC39A2
cg26928080,GSC
cg26931307,MIR495
cg26931528,ERH
cg26931528,SLC39A9
cg26932226,FAM158A
cg26933359,PNP
cg26934566,FLVCR2
cg26938334,SERPINA1
cg26947583,KIAA0247
cg26949796,CFL2
cg26951091,ESRRB
cg26953093,SIVA1
cg26957914,GTF2A1
cg26965915,FLVCR2
cg26967167,LRFN5
cg26967526,BAZ1A
cg26971989,SMEK1
cg26975499,ESRRB
cg26976046,MIR127
cg26976046,RTL1
cg26984049,TXNDC16
cg26985447,KIAA0284
cg26988241,RPL36AL
cg26988241,MGAT2
cg26993848,ABHD12B
cg26998537,OTX2
cg27002186,ADAM6
cg27002562,XRCC3
cg27004639,TTC7B
cg27006650,FOXG1
cg27017993,C14orf115
cg27018904,NDRG2
cg27019717,GNG2
cg27019801,C14orf126
cg27020028,MMP14
cg27022570,POLE2
cg27025738,SIPA1L1
cg27026695,HSPA2
cg27026909,ARID4A
cg27029403,C14orf153
cg27029403,BAG5
cg27035169,SLC7A8
cg27039821,MIR665
cg27042278,GPR68
cg27053629,LOC145474
cg27054308,OSGEP
cg27054308,APEX1
cg27057204,MLH3
cg27057210,MBIP
cg27059530,MPP5
cg27064744,SYNJ2BP
cg27074221,MIR495
cg27077050,XRCC3
cg27077050,ZFYVE21
cg27079563,MAX
cg27083642,DDHD1
cg27086024,TMEM229B
cg27088639,SYNE2
